Income_Category,Card_Category,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Transaction_Amount_Change_Q4_Q1,Transaction_Count_Change_Q4_Q1,Avg_Utilization_Ratio,Customer_Tenure_Years,Average_Transaction_Value,Available_Credit_Ratio,Revolving_Balance_Ratio,Contact_Frequency,Inactivity_Ratio,Actual_Churn,Predicted_Churn,Churn_Probability,Churn_Probability_%,Predicted_Status,High_Risk,Risk_Category,High_Value,High_Value_At_Risk
2,1,0,1,0,0,0,0,0,1,0,59,1,1,36,2,0.796,0.654,0.094,3,102.0930233,0.905702083,0.094297917,0.166666667,0.166666667,0,0,0.034525011,3.45,Retained,0,Lower Risk,0,0
1,0,1,0,0,0,0,0,0,0,0,43,1,2,34,4,0.697,0.75,0,2.833333333,63.85714286,1,0,0.166666667,0.083333333,0,0,0.011355082,1.14,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,26,0,0,13,4,0.606,0.364,0.722,1.083333333,58.33333333,0.278461538,0.721538462,0.166666667,0.166666667,0,0,0.103438905,10.34,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,1,1,0,0,56,0,0,45,5,0.653,0.973,0,3.75,63.16438356,1,0,0.083333333,0.083333333,0,0,0.004449376,0.44,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,0,0,1,0,43,0,4,36,6,0.704,0.54,0,3,53.92207792,1,0,0.083333333,0.25,0,0,0.405312008,40.53,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,53,0,3,36,3,0.841,0.667,0.822,3,70.01538462,0.177501217,0.822498783,0.25,0.083333333,0,0,0.015805111,1.58,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,0,0,47,0,4,30,1,1,0.729,0.418,2.5,56.25301205,0.582145589,0.417854411,0.083333333,0.083333333,0,0,0.023351204,2.34,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,1,0,0,52,1,3,36,3,0.718,0.647,0.113,3,89.39285714,0.886725567,0.113274433,0.166666667,0.25,0,0,0.047383954,4.74,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,61,0,1,52,3,0.838,0.867,0,4.333333333,55.73214286,1,0,0.333333333,0.166666667,1,0,0.136715765,13.67,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,0,1,64,0,1,56,3,0.422,0.536,0,4.666666667,38.3255814,1,0,0.166666667,0.083333333,1,0,0.332212968,33.22,Retained,0,Lower Risk,0,0
0,1,0,0,0,0,1,0,0,0,0,31,0,0,23,2,0.995,0.789,0.173,1.916666667,108.6141732,0.827373272,0.172626728,0.083333333,0.166666667,0,0,0.154120341,15.41,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,0,1,0,0,29,1,2,17,3,0.731,0.759,0.266,1.416666667,144.5098039,0.733679204,0.266320796,0.25,0.083333333,0,0,0.061706195,6.17,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,0,1,0,39,1,2,24,2,0.745,0.797,0.049,2,135.4869565,0.950505097,0.049494903,0.166666667,0.25,0,0,0.034945475,3.49,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,1,0,1,0,27,1,0,17,5,0.794,0.4,0,1.416666667,46.53061224,1,0,0.166666667,0.083333333,0,0,0.037649002,3.76,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,0,0,0,41,1,3,28,1,0.589,0.597,0.127,2.333333333,80.76767677,0.872616828,0.127383172,0.25,0.25,0,0,0.069487699,6.95,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,45,0,4,39,6,0.825,0.732,0,3.25,64.73239437,1,0,0.083333333,0.25,0,0,0.091137945,9.11,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,0,1,0,0,44,1,2,27,3,0.865,0.725,0.092,2.25,63.95652174,0.908234802,0.091765198,0.166666667,0.083333333,0,0,0.017614141,1.76,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,49,1,2,36,4,0.716,0.5,0.064,3,50.23076923,0.93566454,0.06433546,0.166666667,0.166666667,0,0,0.145822723,14.58,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,0,1,0,51,1,0,45,3,0.708,0.978,0.236,3.75,55.39325843,0.763617581,0.236382419,0.25,0.166666667,0,0,0.022087349,2.21,Retained,0,Lower Risk,0,0
4,0,0,0,0,0,1,0,1,0,0,57,1,4,38,6,1.125,0.706,0.099,3.166666667,38.68965517,0.900969599,0.099030401,0.166666667,0.5,0,0,0.002877155,0.29,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,47,0,2,41,1,0.917,0.716,0.636,3.416666667,117.8346457,0.363577864,0.636422136,0.166666667,0.083333333,0,0,0.02029681,2.03,Retained,0,Lower Risk,0,0
0,0,1,0,0,0,0,0,0,1,0,38,0,2,31,6,0.865,0.667,0.634,2.583333333,62.48,0.365916399,0.634083601,0.166666667,0.25,0,0,0.049669899,4.97,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,54,0,3,49,6,0.892,0.543,0.089,4.083333333,73.63380282,0.91133258,0.08866742,0.25,0.333333333,0,1,0.847474583,84.75,Churn,1,High Risk,0,0
1,0,0,0,0,0,1,0,0,1,0,45,0,2,35,2,0.456,0.75,0.24,2.916666667,47.17857143,0.760169492,0.239830508,0,0.25,0,0,0.142586989,14.26,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,37,0,3,26,3,0.81,0.489,0.76,2.166666667,67.52238806,0.240315393,0.759684607,0.166666667,0.083333333,0,0,0.134974857,13.5,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,1,1,0,0,47,1,4,36,4,0.655,0.588,0.165,3,171.1481481,0.834766179,0.165233821,0.166666667,0.416666667,0,0,0.017399497,1.74,Retained,0,Lower Risk,0,0
2,0,0,1,0,0,0,0,0,1,0,61,1,0,54,2,0.866,0.837,0.139,4.5,113.0379747,0.861371111,0.138628889,0.333333333,0.083333333,1,0,0.405358005,40.54,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,1,0,1,0,55,1,4,48,2,0.655,0.687,0.133,4,73.40707965,0.867386723,0.132613277,0.25,0.166666667,0,0,0.035997288,3.6,Retained,0,Lower Risk,0,0
2,0,0,0,1,0,0,0,0,1,0,38,1,1,33,5,0.776,0.604,0.585,2.75,57.64935065,0.415169661,0.584830339,0.083333333,0.333333333,0,0,0.013468694,1.35,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,46,0,1,40,6,0.699,0.711,0.288,3.333333333,57.36363636,0.712041885,0.287958115,0.166666667,0.166666667,0,0,0.019610703,1.96,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,1,0,0,1,0,61,1,1,52,2,0.647,0.745,0.61,4.333333333,85.81707317,0.389526872,0.610473128,0.083333333,0.083333333,0,0,0.001786167,0.18,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,63,0,2,52,5,0.416,0.75,0.781,4.333333333,33.94285714,0.21866865,0.78133135,0.25,0.166666667,0,0,0.033216067,3.32,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,31,0,1,36,2,0.995,0.821,0,3,129.7464789,1,0,0.25,0.25,1,1,0.815409413,81.54,Churn,1,High Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,54,0,1,48,1,0.821,0.516,0.248,4,83.5106383,0.751749883,0.248250117,0.166666667,0.083333333,0,0,0.037990263,3.8,Retained,0,Lower Risk,0,0
3,1,0,0,0,0,1,0,1,0,0,42,1,4,35,1,0.848,0.803,0.041,2.916666667,133.3818182,0.958859659,0.041140341,0.25,0.166666667,0,0,0.139389002,13.94,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,1,0,0,1,0,39,1,3,26,4,0.729,0.776,0.382,2.166666667,49.90804598,0.617894383,0.382105617,0.083333333,0.166666667,0,0,0.00963012,0.96,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,47,0,3,36,3,0.638,0.812,0.468,3,49.02298851,0.5324,0.4676,0.083333333,0.166666667,0,0,0.021344298,2.13,Retained,0,Lower Risk,0,0
1,0,0,0,1,0,0,0,0,0,1,46,0,4,38,6,0.559,0.933,0.323,3.166666667,53.79310345,0.67654321,0.32345679,0,0.166666667,0,0,0.004275843,0.43,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,53,0,3,45,6,0.8,0.891,0,3.75,60.01149425,1,0,0.25,0.083333333,0,0,0.022373562,2.24,Retained,0,Lower Risk,0,0
0,0,0,0,0,1,0,0,0,1,0,41,0,4,36,5,1.11,0.889,0.631,3,60.83529412,0.36893531,0.63106469,0.083333333,0.333333333,0,0,0.00259112,0.26,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,0,0,1,0,42,0,4,28,2,0.739,1.025,0.671,2.333333333,48.03703704,0.329324372,0.670675628,0.166666667,0.166666667,0,0,0.119130716,11.91,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,40,0,2,36,4,0.311,0.176,0,3,97.38333333,1,0,0.25,0.166666667,1,1,0.994321414,99.43,Churn,1,High Risk,0,0
0,0,0,0,0,0,0,0,1,0,0,50,0,1,37,2,0.563,0.379,0,3.083333333,54.4,1,0,0.25,0.166666667,1,1,0.980632025,98.06,Churn,1,High Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,45,0,5,32,3,0.79,0.756,0.621,2.666666667,56.20253165,0.378803778,0.621196222,0,0.25,0,0,0.010620232,1.06,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,1,0,1,0,0,56,1,1,36,6,0.872,0.525,0,3,125.5901639,1,0,0.083333333,0.166666667,1,1,0.714377759,71.44,Churn,1,High Risk,0,0
3,0,0,0,0,0,1,0,0,0,0,40,1,3,29,3,0.65,0.841,0.075,2.416666667,47.17283951,0.924831435,0.075168565,0.083333333,0.166666667,0,0,0.024351412,2.44,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,1,0,0,44,0,4,29,3,0.742,0.667,0,2.416666667,66.18333333,1,0,0.166666667,0.083333333,0,0,0.040261679,4.03,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,38,0,2,26,1,0.734,0.71,0.304,2.166666667,122.6610169,0.695595855,0.304404145,0.083333333,0.166666667,0,0,0.021733464,2.17,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,0,0,32,0,1,36,3,0.82,0.519,0.554,3,35.4556962,0.445776567,0.554223433,0.333333333,0.416666667,0,0,0.052592378,5.26,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,38,0,4,30,4,0.574,0.643,0.625,2.5,25.86956522,0.375243285,0.624756715,0,0.083333333,0,0,0.002946463,0.29,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,33,0,1,36,3,0.855,0.947,0.628,3,56.33783784,0.371654234,0.628345766,0.166666667,0.166666667,0,0,0.015974711,1.6,Retained,0,Lower Risk,0,0
0,0,1,0,0,0,0,0,1,0,0,39,0,2,36,3,0.733,0.667,0.219,3,40.05714286,0.781164279,0.218835721,0.333333333,0.166666667,0,0,0.08946777,8.95,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,1,0,0,38,0,1,26,5,0.593,0.722,0.193,2.166666667,76.93548387,0.807134638,0.192865362,0.083333333,0.083333333,0,0,0.003920686,0.39,Retained,0,Lower Risk,0,0
3,0,1,0,0,0,0,0,0,0,0,44,1,4,34,5,0.455,0.643,0.264,2.833333333,52.69565217,0.736083916,0.263916084,0.333333333,0.083333333,0,0,0.020950118,2.1,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,1,0,0,1,50,1,1,36,6,0.825,1.1,0.096,3,163.6507937,0.904408073,0.095591927,0.333333333,0.25,1,0,0.28705055,28.71,Retained,0,Lower Risk,0,0
4,0,0,0,0,0,0,0,1,0,0,36,1,2,29,6,1.209,0.969,0,2.416666667,47.19047619,1,0,0.166666667,0.25,0,0,0.005863287,0.59,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,1,0,1,0,49,0,4,39,6,0.806,0.667,0.18,3.25,73.72307692,0.820373882,0.179626118,0.25,0.166666667,0,0,0.046612514,4.66,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,0,1,40,0,4,34,3,1.405,2.333,0.76,2.833333333,58.55,0.24026562,0.75973438,0.083333333,0.333333333,0,0,0.002348422,0.23,Retained,0,Lower Risk,0,0
1,0,0,0,1,0,0,0,0,1,0,42,0,3,30,4,0.428,0.472,0,2.5,56.78205128,1,0,0.25,0.166666667,0,1,0.862491048,86.25,Churn,1,High Risk,0,0
2,0,1,0,0,0,0,0,1,0,0,55,1,1,49,6,0.512,0.357,0.531,4.083333333,39.57894737,0.46878399,0.53121601,0.333333333,0.166666667,0,0,0.026418819,2.64,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,47,0,5,36,2,0.694,0.591,0,3,63.85714286,1,0,0.166666667,0.25,1,0,0.404900557,40.49,Retained,0,Lower Risk,0,0
1,1,0,0,1,0,0,0,0,1,0,47,1,4,32,3,0.646,0.667,0.064,2.666666667,54,0.935689237,0.064310763,0.333333333,0.25,0,0,0.051869227,5.19,Retained,0,Lower Risk,0,0
4,0,0,0,0,0,1,0,1,0,0,45,1,2,36,6,0.678,0.562,0.431,3,65.29333333,0.569021578,0.430978422,0.25,0.166666667,0,0,0.069961274,7,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,48,0,1,42,3,0.708,0.312,0.443,3.5,60.04761905,0.55715757,0.44284243,0.166666667,0.25,1,1,0.798073888,79.81,Churn,1,High Risk,0,0
3,0,0,0,0,0,0,1,1,0,0,54,1,1,43,4,0.506,0.423,0.062,3.583333333,38.91891892,0.938079735,0.061920265,0.333333333,0.166666667,0,0,0.065565958,6.56,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,0,1,0,44,1,4,24,5,0.569,0.714,0.598,2,52.95833333,0.40218807,0.59781193,0,0.25,0,0,0.003711789,0.37,Retained,0,Lower Risk,0,0
3,0,0,0,0,1,0,0,1,0,0,55,1,3,36,6,0.696,0.685,0.309,3,49.17582418,0.69078125,0.30921875,0,0.083333333,0,0,0.000611816,0.06,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,56,0,2,44,2,0.915,0.949,0.168,3.666666667,62.19736842,0.83239883,0.16760117,0.166666667,0.083333333,0,0,0.015776211,1.58,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,36,0,3,28,3,0.73,0.878,0,2.333333333,60,1,0,0.083333333,0.083333333,0,0,0.014145827,1.41,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,53,0,2,47,3,0.419,0.875,0.86,3.916666667,37.18333333,0.140075162,0.859924838,0.166666667,0.333333333,1,0,0.203806501,20.38,Retained,0,Lower Risk,0,0
3,0,1,0,0,0,0,0,1,0,0,52,1,2,38,4,0.542,0.735,0.126,3.166666667,33.3559322,0.873582854,0.126417146,0.166666667,0.166666667,0,0,0.044055857,4.41,Retained,0,Lower Risk,0,0
0,0,1,0,0,0,0,0,1,0,0,55,0,2,47,6,0.732,0.587,0,3.916666667,57.54794521,1,0,0.25,0.083333333,0,0,0.205421723,20.54,Retained,0,Lower Risk,0,0
0,0,0,0,0,1,0,0,0,1,0,49,0,0,43,1,0.537,0.533,0.632,3.583333333,64.72463768,0.367996775,0.632003225,0.083333333,0.25,0,0,0.192367544,19.24,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,0,65,0,0,56,3,1.016,0.286,0,4.666666667,63.40740741,1,0,0.25,0.5,1,1,0.993889702,99.39,Churn,1,High Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,48,0,3,36,2,0.751,0.707,0.523,3,109.21875,0.477331273,0.522668727,0.083333333,0.25,0,0,0.027405839,2.74,Retained,0,Lower Risk,0,0
2,1,0,1,0,0,0,0,1,0,0,47,1,2,32,4,0.505,0.684,0.043,2.666666667,41.5625,0.957469,0.042531,0.166666667,0.166666667,0,0,0.062624916,6.26,Retained,0,Lower Risk,0,0
1,1,0,0,0,0,0,0,1,0,0,46,1,2,34,5,0.242,0.367,0,2.833333333,38.07317073,1,0,0.333333333,0.25,1,1,0.847472558,84.75,Churn,1,High Risk,0,0
0,0,0,0,0,0,0,1,0,0,1,47,1,4,37,6,0.569,0.487,0.146,3.083333333,39.84482759,0.854348585,0.145651415,0.25,0.25,0,0,0.20293605,20.29,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,57,1,0,52,4,0.358,0.296,0.928,4.333333333,38.37142857,0.072152886,0.927847114,0.333333333,0.5,0,0,0.210129608,21.01,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,1,0,1,0,0,49,0,4,36,5,0.581,0.776,0,3,87.24137931,1,0,0.25,0.166666667,1,0,0.419344232,41.93,Retained,0,Lower Risk,0,0
0,0,1,0,0,0,0,0,1,0,0,46,0,4,26,3,0.726,0.64,0,2.166666667,64.17073171,1,0,0.5,0.25,1,1,0.908938284,90.89,Churn,1,High Risk,0,0
1,0,0,0,0,0,1,0,0,1,0,48,1,4,37,1,0.622,0.429,0.416,3.083333333,53.45,0.584092635,0.415907365,0.333333333,0.25,1,1,0.963336159,96.33,Churn,1,High Risk,0,0
3,0,0,0,0,0,0,0,0,1,0,39,1,4,31,4,0.62,0.514,0.035,2.583333333,34.35849057,0.965383421,0.034616579,0.166666667,0.25,0,0,0.258662858,25.87,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,51,0,5,36,1,0.759,0.875,0.272,3,102.8,0.728449967,0.271550033,0.083333333,0.083333333,0,0,0.00255708,0.26,Retained,0,Lower Risk,0,0
0,0,0,0,0,1,0,0,1,0,0,43,0,4,33,2,0.762,0.542,0.111,2.75,42.32432432,0.889207944,0.110792056,0.25,0.25,0,1,0.833907589,83.39,Churn,1,High Risk,0,0
0,0,0,1,0,0,0,0,0,1,0,34,0,2,24,5,0.969,0.8,0.342,2,48.46296296,0.657738095,0.342261905,0.25,0.25,0,0,0.016046684,1.6,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,43,0,3,31,6,0.892,0.771,0,2.583333333,57.55294118,1,0,0.25,0.083333333,0,0,0.025147005,2.51,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,0,1,0,55,1,2,36,3,0.823,0.738,0,3,136.6509434,1,0,0.166666667,0.166666667,0,0,0.171127375,17.11,Retained,0,Lower Risk,0,0
4,0,0,0,0,0,0,1,1,0,0,40,1,3,26,3,0.437,0.604,0.142,2.166666667,49.24675325,0.858037876,0.141962124,0.083333333,0.25,0,0,0.075391591,7.54,Retained,0,Lower Risk,0,0
0,0,0,0,0,1,0,0,1,0,0,34,0,2,27,2,1.009,0.7,0.81,2.25,76.88235294,0.190034762,0.809965238,0.25,0.25,0,0,0.212031196,21.2,Retained,0,Lower Risk,0,0
4,0,0,1,0,0,0,0,0,1,0,55,1,2,36,5,0.51,0.564,0,3,55.14754098,1,0,0.166666667,0.166666667,0,0,0.266097513,26.61,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,46,0,4,34,6,0.652,0.49,0.21,2.833333333,57.55263158,0.789678857,0.210321143,0.25,0.083333333,0,0,0.088322268,8.83,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,1,0,1,0,52,1,2,41,3,0.574,1.054,0.517,3.416666667,52.52631579,0.483133841,0.516866159,0.083333333,0.25,0,0,0.013601961,1.36,Retained,0,Lower Risk,0,0
0,0,1,0,0,0,0,0,0,1,0,45,0,2,33,6,0.914,0.793,0.201,2.75,72,0.79884747,0.20115253,0.25,0.166666667,0,0,0.045003896,4.5,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,0,1,0,37,1,3,17,1,1.023,0.892,0.358,1.416666667,123.8142857,0.64212828,0.35787172,0.166666667,0.083333333,1,0,0.479734494,47.97,Retained,0,Lower Risk,0,0
1,1,0,1,0,0,0,0,1,0,0,51,1,1,36,6,0.731,0.778,0.055,3,68.734375,0.945266685,0.054733315,0.166666667,0.166666667,0,0,0.007584636,0.76,Retained,0,Lower Risk,0,0
0,1,0,1,0,0,0,0,1,0,0,45,0,4,40,2,0.905,0.808,0,3.333333333,91.88297872,1,0,0.166666667,0.416666667,0,0,0.486556209,48.66,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,0,1,0,46,1,3,35,6,1.019,0.638,0,2.916666667,43.41558442,1,0,0.333333333,0.25,0,0,0.161969264,16.2,Retained,0,Lower Risk,0,0
1,0,0,0,1,0,0,0,1,0,0,35,0,5,25,3,0.763,0.517,0,2.083333333,56.81818182,1,0,0.5,0.166666667,1,1,0.989233552,98.92,Churn,1,High Risk,0,0
0,0,0,0,0,0,0,1,0,1,0,29,0,1,36,1,0.701,0.778,0.68,3,58.25,0.319942092,0.680057908,0.166666667,0.083333333,0,0,0.006343448,0.63,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,0,0,0,1,0,40,0,3,29,4,0.673,0.881,0.109,2.416666667,55.53164557,0.891007698,0.108992302,0.083333333,0.25,0,0,0.013707598,1.37,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,0,1,0,49,1,1,42,6,0.964,0.9,0.082,3.5,48.24561404,0.917867597,0.082132403,0.083333333,0.166666667,0,0,0.001957895,0.2,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,50,1,2,31,3,0.76,0.55,0.025,2.583333333,33.51612903,0.975127848,0.024872152,0.25,0.25,1,1,0.578604159,57.86,Churn,1,High Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,52,0,3,39,5,0.705,0.516,0.762,3.25,57.06382979,0.237734706,0.762265294,0.166666667,0.25,1,0,0.299716981,29.97,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,0,0,1,47,0,4,35,4,0.571,0.816,0,2.916666667,54.75362319,1,0,0.333333333,0.166666667,0,0,0.153899568,15.39,Retained,0,Lower Risk,0,0
3,0,0,0,1,0,0,0,0,0,1,48,1,3,36,3,0.529,0.657,0.224,3,31.15517241,0.77636578,0.22363422,0.25,0.083333333,0,0,0.034124102,3.41,Retained,0,Lower Risk,0,0
0,0,0,0,0,1,0,0,1,0,0,45,0,3,32,2,0.814,0.854,0.78,2.666666667,62.6741573,0.219735877,0.780264123,0.166666667,0.25,0,0,0.062967116,6.3,Retained,0,Lower Risk,0,0
1,0,0,1,0,0,0,0,0,1,0,37,1,1,27,5,0.717,0.968,0.44,2.25,38.50819672,0.559854583,0.440145417,0.333333333,0.25,0,0,0.010196451,1.02,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,34,1,2,36,3,0.889,0.743,0.037,3,43.47540984,0.963471118,0.036528882,0.166666667,0.333333333,0,0,0.052790828,5.28,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,1,0,1,0,56,1,3,51,2,0.552,0.592,0.146,4.25,52.52564103,0.854055612,0.145944388,0.166666667,0.166666667,0,0,0.146147467,14.61,Retained,0,Lower Risk,0,0
1,0,1,0,0,0,0,0,0,1,0,35,1,1,24,6,0.713,0.667,0.187,2,41,0.812649279,0.187350721,0.166666667,0.25,0,0,0.011276644,1.13,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,1,0,0,1,48,1,3,37,3,0.496,0.432,0.171,3.083333333,61.93650794,0.828925241,0.171074759,0.333333333,0.166666667,0,1,0.518555229,51.86,Churn,1,High Risk,0,0
3,0,0,0,0,0,0,0,1,0,0,31,1,1,36,4,1.239,0.625,0.417,3,40.55769231,0.583333333,0.416666667,0.25,0.25,0,0,0.00701926,0.7,Retained,0,Lower Risk,0,0
4,0,0,1,0,0,0,0,1,0,0,49,1,1,29,2,0.891,0.758,0.267,2.416666667,78.98165138,0.732679739,0.267320261,0.166666667,0.25,0,0,0.108222172,10.82,Retained,0,Lower Risk,0,0
0,0,0,1,0,0,0,0,1,0,0,40,0,2,35,3,0.758,0.708,0,2.916666667,63.87804878,1,0,0.25,0.083333333,0,0,0.038124869,3.81,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,1,0,0,1,0,58,1,2,46,1,0.908,0.903,0,3.833333333,138.9661017,1,0,0.083333333,0.25,1,0,0.480793712,48.08,Retained,0,Lower Risk,0,0
2,1,0,0,0,1,0,0,0,0,0,62,1,0,46,4,0.594,0.552,0.01,3.833333333,50.68888889,0.98983315,0.01016685,0.5,0.416666667,1,1,0.884400936,88.44,Churn,1,High Risk,0,0
1,0,0,0,0,0,0,0,0,0,0,48,0,3,41,4,0.696,0.625,0.179,3.416666667,35.66666667,0.820908312,0.179091688,0.25,0.083333333,0,0,0.032042761,3.2,Retained,0,Lower Risk,0,0
2,0,0,0,0,0,0,1,1,0,0,44,1,4,32,4,0.921,0.711,0.158,2.666666667,55.96103896,0.841510942,0.158489058,0.083333333,0.083333333,0,0,0.002054889,0.21,Retained,0,Lower Risk,0,0
3,0,0,1,0,0,0,0,1,0,0,39,1,3,31,4,0.681,0.941,0.054,2.583333333,53.93939394,0.945989009,0.054010991,0.25,0.166666667,0,0,0.020877631,2.09,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,0,1,0,38,0,3,26,2,0.983,0.367,0.831,2.166666667,67.07317073,0.169178082,0.830821918,0,0.25,1,1,0.89074278,89.07,Churn,1,High Risk,0,0
0,0,0,0,0,0,0,1,1,0,0,44,0,5,34,2,0.823,0.76,0.496,2.833333333,91.64772727,0.504016064,0.495983936,0.25,0.083333333,0,0,0.010945877,1.09,Retained,0,Lower Risk,0,0
3,0,0,0,0,0,0,0,1,0,0,45,1,3,36,3,0.409,0.389,0.83,3,43.76,0.169580996,0.830419004,0.166666667,0.166666667,1,0,0.494396387,49.44,Retained,0,Lower Risk,0,0
1,0,0,0,0,0,0,1,1,0,0,53,0,2,48,2,0.822,0.912,0.249,4,132.4495413,0.750787933,0.249212067,0.25,0.25,0,0,0.098031117,9.8,Retained,0,Lower Risk,0,0
2,0,0,0,1,0,0,0,0,1,0,44,1,5,35,3,0.724,0.765,0.167,2.916666667,55.37777778,0.832688751,0.167311249,0.166666667,0.166666667,0,0,0.011182014,1.12,Retained,0,Lower Risk,0,0
0,1,1,0,0,0,0,0,0,0,1,42,0,2,36,6,0.813,0.711,0.107,3,51.35384615,0.892892595,0.107107405,0.166666667,0.083333333,0,0,0.004218003,0.42,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,52,0,1,36,2,0.7,0.792,0.572,3,85.12631579,0.428175092,0.571824908,0.083333333,0.166666667,0,0,0.0085485,0.85,Retained,0,Lower Risk,0,0
0,0,0,0,1,0,0,0,1,0,0,36,0,3,27,4,1.563,0.545,0.709,2.25,52.31372549,0.291231127,0.708768873,0.333333333,0.166666667,0,0,0.06345918,6.35,Retained,0,Lower Risk,0,0
0,0,0,0,0,0,1,0,0,1,0,40,0,3,28,3,0.593,0.653,0.719,2.333333333,60.7037037,0.280669145,0.719330855,0.25,0.25,0,0,0.077648987,7.76,Retained,0,Lower Risk,0,0
