Churn,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Transaction_Amount_Change_Q4_Q1,Transaction_Count_Change_Q4_Q1,Avg_Utilization_Ratio,Customer_Tenure_Years,Average_Transaction_Value,Available_Credit_Ratio,Revolving_Balance_Ratio,Contact_Frequency,Inactivity_Ratio
Attrited Customer,38,F,2,Unknown,Married,Unknown,Blue,33,4,0.368,0.857,0.0,2.75,37.67307692307692,1.0,0.0,0.25,0.25
Existing Customer,43,F,4,High School,Single,$40K - $60K,Blue,36,3,0.982,0.643,0.513,3.0,65.33333333333333,0.4865361077111383,0.5134638922888617,0.16666666666666666,0.25
Existing Customer,45,F,4,Unknown,Married,Unknown,Blue,37,4,0.629,0.7390000000000001,0.0,3.0833333333333335,62.4,1.0,0.0,0.08333333333333333,0.16666666666666666
Existing Customer,48,F,2,Doctorate,Married,$40K - $60K,Blue,34,3,0.826,0.6920000000000001,0.364,2.8333333333333335,61.43939393939394,0.6364174393371473,0.36358256066285266,0.3333333333333333,0.08333333333333333
Existing Customer,43,M,3,Unknown,Divorced,$80K - $120K,Blue,36,5,0.93,0.632,0.0,3.0,62.935483870967744,1.0,0.0,0.25,0.16666666666666666
Attrited Customer,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,5,0.7020000000000001,0.522,0.0,2.6666666666666665,64.65714285714286,1.0,0.0,0.25,0.16666666666666666
Existing Customer,50,M,1,College,Single,$40K - $60K,Blue,41,3,0.818,0.8,0.478,3.4166666666666665,54.1,0.5221428571428571,0.47785714285714287,0.08333333333333333,0.08333333333333333
Existing Customer,34,F,4,Uneducated,Single,Unknown,Blue,21,6,0.919,0.7120000000000001,0.221,1.75,58.68539325842696,0.7785674625208218,0.22143253747917824,0.16666666666666666,0.25
Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,36,4,0.7,0.634,0.7340000000000001,3.0,60.1044776119403,0.2664946553630667,0.7335053446369333,0.08333333333333333,0.25
Attrited Customer,53,F,5,Doctorate,Single,Less than $40K,Blue,38,3,0.367,0.469,0.0,3.1666666666666665,41.170212765957444,1.0,0.0,0.25,0.16666666666666666
Existing Customer,47,F,4,High School,Single,$40K - $60K,Blue,39,3,0.763,0.974,0.0,3.25,60.57333333333333,1.0,0.0,0.0,0.08333333333333333
Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,41,3,0.638,0.596,0.649,3.4166666666666665,53.88,0.35119453924914673,0.6488054607508532,0.3333333333333333,0.25
Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,36,6,1.001,0.81,0.6679999999999999,3.0,70.5657894736842,0.3319559228650138,0.6680440771349863,0.3333333333333333,0.08333333333333333
Existing Customer,35,F,1,High School,Married,Unknown,Blue,23,3,0.7509999999999999,0.608,0.0,1.9166666666666667,48.71951219512195,1.0,0.0,0.08333333333333333,0.25
Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,34,5,0.847,0.672,0.634,2.8333333333333335,47.855670103092784,0.3661553686293914,0.6338446313706086,0.16666666666666666,0.25
Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,0.7290000000000001,0.483,0.3389999999999999,3.9166666666666665,61.627906976744185,0.6606948968512486,0.33930510314875134,0.3333333333333333,0.25
Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,29,5,0.767,0.736,0.063,2.4166666666666665,52.67391304347826,0.9374316342157077,0.06256836578429227,0.16666666666666666,0.16666666666666666
Existing Customer,41,M,2,Uneducated,Married,$80K - $120K,Gold,33,5,0.8909999999999999,0.868,0.048,2.75,58.605633802816904,0.9524278595434001,0.04757214045659984,0.16666666666666666,0.25
Existing Customer,42,F,2,Unknown,Single,Less than $40K,Blue,36,5,0.6659999999999999,0.628,0.0,3.0,62.81428571428572,1.0,0.0,0.3333333333333333,0.25
Existing Customer,52,M,2,Graduate,Unknown,$60K - $80K,Blue,40,4,0.8290000000000001,0.974,0.0,3.3333333333333335,58.78666666666667,1.0,0.0,0.25,0.08333333333333333
Existing Customer,52,F,0,Graduate,Married,Less than $40K,Blue,37,3,0.902,0.938,0.716,3.0833333333333335,64.33870967741936,0.2838817624093698,0.7161182375906302,0.16666666666666666,0.08333333333333333
Existing Customer,52,F,2,High School,Married,$40K - $60K,Blue,44,3,0.685,0.932,0.0,3.6666666666666665,55.89411764705882,1.0,0.0,0.08333333333333333,0.25
Attrited Customer,44,F,2,Graduate,Married,Less than $40K,Blue,33,3,0.389,0.407,0.0,2.75,48.63157894736842,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,48,F,3,College,Single,$40K - $60K,Blue,37,6,0.777,0.767,0.0,3.0833333333333335,66.25,1.0,0.0,0.08333333333333333,0.25
Existing Customer,51,M,2,Uneducated,Single,$60K - $80K,Blue,40,4,0.445,0.6759999999999999,0.0409999999999999,3.3333333333333335,61.61290322580645,0.9590366972477065,0.040963302752293575,0.16666666666666666,0.16666666666666666
Attrited Customer,53,F,3,High School,Married,Less than $40K,Blue,41,3,0.845,0.303,0.0,3.4166666666666665,53.76744186046512,1.0,0.0,0.16666666666666666,0.25
Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,38,3,0.622,0.912,0.496,3.1666666666666665,64.58461538461539,0.5043771043771044,0.49562289562289563,0.16666666666666666,0.25
Existing Customer,44,M,2,Graduate,Married,$40K - $60K,Blue,38,4,0.7120000000000001,0.833,0.911,3.1666666666666665,56.27272727272727,0.08902195608782436,0.9109780439121756,0.25,0.08333333333333333
Existing Customer,49,F,4,Graduate,Unknown,$40K - $60K,Blue,35,3,0.6679999999999999,0.7040000000000001,0.6459999999999999,2.9166666666666665,50.98913043478261,0.3542379323451159,0.6457620676548841,0.16666666666666666,0.25
Attrited Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,36,5,0.6859999999999999,0.531,0.919,3.0,48.89795918367347,0.08148148148148149,0.9185185185185185,0.16666666666666666,0.16666666666666666
Existing Customer,48,M,4,College,Single,$60K - $80K,Blue,30,4,0.818,0.838,0.6759999999999999,2.5,58.911764705882355,0.3244632597520411,0.6755367402479588,0.16666666666666666,0.16666666666666666
Existing Customer,38,F,3,Graduate,Divorced,Unknown,Blue,33,6,0.481,0.696,0.0289999999999999,2.75,43.96153846153846,0.9710844186517309,0.028915581348269114,0.25,0.16666666666666666
Attrited Customer,34,F,1,Post-Graduate,Single,Less than $40K,Blue,26,3,0.511,0.321,0.168,2.1666666666666665,58.2972972972973,0.8320425943852856,0.16795740561471442,0.4166666666666667,0.16666666666666666
Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,26,6,0.836,0.7140000000000001,0.742,2.1666666666666665,59.166666666666664,0.258203335126412,0.741796664873588,0.25,0.08333333333333333
Existing Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,34,5,0.682,0.795,0.0,2.8333333333333335,52.59493670886076,1.0,0.0,0.08333333333333333,0.08333333333333333
Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,17,4,0.612,0.644,0.759,1.4166666666666667,58.472972972972975,0.24064171122994651,0.7593582887700535,0.3333333333333333,0.25
Existing Customer,43,F,4,High School,Divorced,$40K - $60K,Blue,34,5,0.753,0.914,0.262,2.8333333333333335,70.32835820895522,0.7383162081537952,0.2616837918462048,0.08333333333333333,0.08333333333333333
Existing Customer,61,F,0,Unknown,Married,Less than $40K,Blue,55,4,0.725,0.778,0.6890000000000001,4.583333333333333,50.8625,0.3108477666362808,0.6891522333637192,0.25,0.16666666666666666
Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,34,4,0.879,1.034,0.7759999999999999,2.8333333333333335,59.186440677966104,0.22363728986245543,0.7763627101375445,0.25,0.08333333333333333
Attrited Customer,41,F,4,College,Unknown,Unknown,Blue,22,4,0.611,0.486,0.782,1.8333333333333333,48.73076923076923,0.2178266008482236,0.7821733991517764,0.25,0.16666666666666666
Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,40,4,0.662,0.591,0.415,3.3333333333333335,55.642857142857146,0.5852156057494866,0.41478439425051333,0.25,0.08333333333333333
Existing Customer,50,M,4,College,Single,$40K - $60K,Blue,45,4,0.653,0.7390000000000001,0.086,3.75,61.825,0.9135820250612128,0.08641797493878726,0.08333333333333333,0.25
Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,44,5,0.482,0.7140000000000001,0.006,3.6666666666666665,39.208333333333336,0.9936551164677251,0.006344883532274887,0.3333333333333333,0.25
Attrited Customer,45,F,3,College,Single,Unknown,Blue,33,5,0.465,0.292,0.506,2.75,61.87096774193548,0.49413118527042577,0.5058688147295742,0.3333333333333333,0.25
Attrited Customer,50,F,3,Graduate,Divorced,Less than $40K,Blue,40,5,0.6609999999999999,0.3329999999999999,0.074,3.3333333333333335,63.083333333333336,0.9256120527306968,0.0743879472693032,0.3333333333333333,0.3333333333333333
Existing Customer,51,F,1,Doctorate,Married,Less than $40K,Blue,42,3,0.872,0.778,0.0,3.5,65.796875,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,53,F,3,Uneducated,Divorced,Less than $40K,Blue,43,5,0.857,0.95,0.636,3.5833333333333335,63.03846153846154,0.36382710868652957,0.6361728913134704,0.16666666666666666,0.08333333333333333
Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,45,4,0.8240000000000001,0.7,0.0,3.75,67.47058823529412,1.0,0.0,0.25,0.16666666666666666
Existing Customer,40,F,1,High School,Married,Unknown,Blue,33,4,0.695,0.72,0.472,2.75,50.104651162790695,0.528010033444816,0.47198996655518394,0.16666666666666666,0.16666666666666666
Attrited Customer,52,F,3,College,Married,Less than $40K,Blue,40,3,0.735,0.48,0.0,3.3333333333333335,72.29729729729729,1.0,0.0,0.25,0.16666666666666666
Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,43,5,0.618,0.774,0.186,3.5833333333333335,70.47272727272727,0.8135515623211629,0.18644843767883712,0.25,0.25
Attrited Customer,44,F,1,Unknown,Single,Unknown,Blue,36,3,0.634,0.5479999999999999,0.0,3.0,50.0625,1.0,0.0,0.25,0.25
Existing Customer,60,F,1,Graduate,Single,Unknown,Blue,55,3,0.8140000000000001,0.63,0.0,4.583333333333333,67.32,1.0,0.0,0.25,0.25
Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,55,5,0.5,0.604,0.218,4.583333333333333,48.16883116883117,0.781801007556675,0.21819899244332494,0.08333333333333333,0.16666666666666666
Existing Customer,46,F,5,High School,Single,Less than $40K,Blue,36,6,0.684,1.026,0.741,3.0,51.69620253164557,0.2590934527140459,0.7409065472859541,0.25,0.25
Attrited Customer,62,M,0,High School,Single,$60K - $80K,Blue,51,3,0.674,0.857,0.0,4.25,40.61538461538461,1.0,0.0,0.3333333333333333,0.16666666666666666
Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36,6,0.634,0.6729999999999999,0.0,3.0,44.04597701149425,1.0,0.0,0.25,0.25
Existing Customer,50,M,2,Post-Graduate,Divorced,$40K - $60K,Blue,43,5,0.7979999999999999,0.8240000000000001,0.0,3.5833333333333335,76.48387096774194,1.0,0.0,0.3333333333333333,0.16666666666666666
Existing Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,33,4,0.8909999999999999,0.8059999999999999,0.605,2.75,70.23076923076923,0.3952588292210934,0.6047411707789067,0.3333333333333333,0.25
Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,6,0.989,0.977,0.0,3.0,50.05747126436781,1.0,0.0,0.3333333333333333,0.08333333333333333
Existing Customer,46,M,3,College,Single,$120K +,Blue,30,5,0.432,0.5920000000000001,0.069,2.5,50.43589743589744,0.930856892395354,0.06914310760464606,0.16666666666666666,0.08333333333333333
Attrited Customer,38,F,2,Doctorate,Married,Less than $40K,Blue,28,5,0.609,0.4379999999999999,0.0,2.3333333333333335,52.97826086956522,1.0,0.0,0.3333333333333333,0.16666666666666666
Existing Customer,49,M,3,College,Single,Less than $40K,Blue,38,5,0.654,0.608,0.253,3.1666666666666665,44.451219512195124,0.7467565504960569,0.253243449503943,0.08333333333333333,0.25
Existing Customer,47,M,3,College,Married,$60K - $80K,Blue,36,5,0.971,0.848,0.444,3.0,58.21176470588235,0.5564892623716153,0.44351073762838467,0.25,0.08333333333333333
Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,37,1,0.7490000000000001,0.636,0.0,3.0833333333333335,66.47222222222223,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,55,F,2,Uneducated,Divorced,Less than $40K,Blue,49,5,0.77,0.691,0.473,4.083333333333333,49.17204301075269,0.5272196342904818,0.4727803657095182,0.08333333333333333,0.16666666666666666
Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,49,3,0.519,0.411,0.081,4.083333333333333,59.41772151898734,0.9185049300619124,0.0814950699380876,0.16666666666666666,0.25
Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,0.596,0.5710000000000001,0.407,3.0,64.8030303030303,0.5925297113752123,0.4074702886247878,0.3333333333333333,0.08333333333333333
Attrited Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,28,6,0.823,0.379,0.0,2.3333333333333335,61.2,1.0,0.0,0.3333333333333333,0.16666666666666666
Existing Customer,41,F,5,Uneducated,Single,$40K - $60K,Blue,26,4,0.662,0.8440000000000001,0.41,2.1666666666666665,50.0,0.5901060070671378,0.4098939929328622,0.3333333333333333,0.25
Existing Customer,54,F,1,Unknown,Married,Less than $40K,Blue,39,3,0.843,0.7609999999999999,0.623,3.25,63.0,0.37720588235294117,0.6227941176470588,0.3333333333333333,0.16666666666666666
Existing Customer,55,M,3,Post-Graduate,Unknown,$120K +,Blue,40,3,0.6679999999999999,0.914,0.083,3.3333333333333335,64.3731343283582,0.9165120593692022,0.08348794063079777,0.3333333333333333,0.08333333333333333
Existing Customer,43,F,3,Unknown,Single,$40K - $60K,Blue,36,5,0.624,0.8109999999999999,0.65,3.0,67.2089552238806,0.3500385505011565,0.6499614494988435,0.3333333333333333,0.16666666666666666
Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,46,4,0.713,0.385,0.168,3.8333333333333335,50.583333333333336,0.832322963160349,0.16767703683965093,0.25,0.16666666666666666
Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,39,3,0.664,0.775,0.0,3.25,62.25352112676056,1.0,0.0,0.3333333333333333,0.25
Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,46,3,0.848,0.8140000000000001,0.601,3.8333333333333335,53.47435897435897,0.3988888888888889,0.6011111111111112,0.25,0.25
Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,35,6,1.041,0.7559999999999999,0.5720000000000001,2.9166666666666665,58.25,0.42788626241863653,0.5721137375813635,0.0,0.08333333333333333
Existing Customer,50,F,4,Unknown,Single,Unknown,Blue,44,5,0.861,0.51,0.0,3.6666666666666665,67.05405405405405,1.0,0.0,0.08333333333333333,0.08333333333333333
Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,29,5,0.6459999999999999,0.7,0.217,2.4166666666666665,80.6029411764706,0.7830204081632653,0.21697959183673468,0.3333333333333333,0.08333333333333333
Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,29,5,0.909,0.8370000000000001,0.542,2.4166666666666665,63.620253164556964,0.4584375,0.5415625,0.3333333333333333,0.25
Existing Customer,53,F,3,Post-Graduate,Divorced,Unknown,Blue,48,5,0.726,0.7290000000000001,0.081,4.0,59.75903614457831,0.9188507244017581,0.08114927559824191,0.16666666666666666,0.16666666666666666
Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,45,3,0.53,0.64,0.0,3.75,47.90243902439025,1.0,0.0,0.08333333333333333,0.25
Existing Customer,52,M,3,College,Married,$120K +,Blue,47,3,0.711,0.947,0.0,3.9166666666666665,54.17567567567568,1.0,0.0,0.3333333333333333,0.16666666666666666
Existing Customer,52,F,2,High School,Married,Less than $40K,Blue,41,4,0.962,0.59,0.429,3.4166666666666665,55.0,0.5708689458689459,0.4291310541310541,0.16666666666666666,0.16666666666666666
Existing Customer,50,F,1,Unknown,Married,$40K - $60K,Blue,40,6,0.735,0.708,0.5920000000000001,3.3333333333333335,56.28048780487805,0.4081172491544532,0.5918827508455468,0.16666666666666666,0.16666666666666666
Existing Customer,38,M,1,College,Married,$60K - $80K,Blue,36,4,0.772,0.6940000000000001,0.304,3.0,49.65060240963855,0.6960507757404796,0.3039492242595205,0.16666666666666666,0.08333333333333333
Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,45,6,0.7070000000000001,0.8640000000000001,0.0,3.75,56.951219512195124,1.0,0.0,0.25,0.25
Existing Customer,51,F,2,Doctorate,Single,Unknown,Blue,45,6,0.593,0.812,0.324,3.75,74.5,0.6761498340445709,0.3238501659554291,0.08333333333333333,0.25
Existing Customer,48,M,2,Graduate,Single,$60K - $80K,Blue,40,4,0.784,1.061,0.095,3.3333333333333335,57.338235294117645,0.905491271486857,0.09450872851314293,0.3333333333333333,0.4166666666666667
Existing Customer,47,M,3,Unknown,Married,$60K - $80K,Blue,36,5,0.7859999999999999,1.026,0.562,3.0,46.81012658227848,0.4380892520427404,0.5619107479572596,0.16666666666666666,0.25
Attrited Customer,51,F,2,Doctorate,Divorced,Unknown,Blue,40,6,0.6609999999999999,0.357,0.282,3.3333333333333335,57.026315789473685,0.7181410974244121,0.28185890257558793,0.3333333333333333,0.25
Existing Customer,36,F,1,Uneducated,Single,Unknown,Blue,36,6,0.945,0.588,0.347,3.0,56.2962962962963,0.6529348986125934,0.3470651013874066,0.08333333333333333,0.25
Existing Customer,45,F,5,Post-Graduate,Married,Unknown,Blue,29,5,0.5760000000000001,0.8140000000000001,0.267,2.4166666666666665,62.666666666666664,0.7334637964774952,0.2665362035225049,0.08333333333333333,0.25
Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,43,6,0.6729999999999999,0.907,0.297,3.5833333333333335,56.792682926829265,0.7034990791896869,0.2965009208103131,0.16666666666666666,0.25
Attrited Customer,54,F,1,Uneducated,Married,Unknown,Blue,50,4,0.621,1.077,0.0,4.166666666666667,45.648148148148145,1.0,0.0,0.25,0.0
Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,35,4,0.877,0.95,0.643,2.9166666666666665,58.782051282051285,0.35693215339233036,0.6430678466076696,0.08333333333333333,0.25
Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,4,0.974,0.7609999999999999,0.494,3.0,58.7037037037037,0.5056999544003647,0.4943000455996352,0.16666666666666666,0.25
Existing Customer,51,F,2,Graduate,Married,Unknown,Blue,36,5,0.8370000000000001,0.615,0.042,3.0,59.48809523809524,0.958074890879853,0.041925109120147026,0.25,0.25
Existing Customer,40,F,4,College,Single,Less than $40K,Blue,20,4,0.644,0.93,0.618,1.6666666666666667,55.036144578313255,0.38200642627632986,0.6179935737236701,0.16666666666666666,0.25
Existing Customer,43,M,3,Post-Graduate,Single,$60K - $80K,Blue,31,4,0.708,0.647,0.1989999999999999,2.5833333333333335,43.95238095238095,0.8005542642588951,0.19944573574110494,0.08333333333333333,0.16666666666666666
Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,39,4,0.6679999999999999,0.81,0.551,3.25,59.18421052631579,0.4494658997534922,0.5505341002465078,0.16666666666666666,0.4166666666666667
Attrited Customer,53,F,3,Doctorate,Single,Unknown,Blue,43,3,0.595,0.429,0.823,3.5833333333333335,53.2,0.17653631284916202,0.823463687150838,0.16666666666666666,0.25
Existing Customer,59,F,1,High School,Single,Less than $40K,Blue,53,4,0.65,0.568,0.6409999999999999,4.416666666666667,60.98550724637681,0.3593519882179676,0.6406480117820325,0.25,0.25
Existing Customer,49,F,0,Unknown,Single,Unknown,Blue,43,6,0.6759999999999999,0.78,0.0,3.5833333333333335,51.87640449438202,1.0,0.0,0.25,0.25
Attrited Customer,47,F,1,Graduate,Married,$40K - $60K,Blue,35,3,0.809,0.5379999999999999,0.0,2.9166666666666665,56.9,1.0,0.0,0.4166666666666667,0.25
Existing Customer,56,M,2,Graduate,Single,$60K - $80K,Blue,36,3,0.81,0.596,0.0,3.0,59.52,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,48,F,1,Unknown,Married,Unknown,Blue,41,3,0.917,0.696,0.8320000000000001,3.4166666666666665,63.02564102564103,0.16776750330250992,0.8322324966974901,0.16666666666666666,0.16666666666666666
Attrited Customer,55,M,0,High School,Divorced,$80K - $120K,Blue,44,4,0.594,0.467,0.126,3.6666666666666665,49.68181818181818,0.8742989945940484,0.1257010054059516,0.25,0.25
Existing Customer,34,F,4,Graduate,Single,$40K - $60K,Blue,28,5,0.77,0.792,0.768,2.3333333333333335,51.25581395348837,0.23179611650485438,0.7682038834951457,0.25,0.16666666666666666
Existing Customer,58,F,2,High School,Married,Unknown,Blue,50,3,0.635,0.636,0.0,4.166666666666667,63.013888888888886,1.0,0.0,0.25,0.16666666666666666
Existing Customer,39,F,2,College,Married,$40K - $60K,Blue,29,5,0.894,1.12,0.502,2.4166666666666665,94.01886792452831,0.49801849405548215,0.5019815059445178,0.16666666666666666,0.25
Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,37,4,0.77,0.949,0.584,3.0833333333333335,63.223684210526315,0.4158043273753528,0.5841956726246472,0.25,0.25
Existing Customer,47,F,2,Uneducated,Single,Less than $40K,Blue,41,4,0.838,0.522,0.753,3.4166666666666665,73.2,0.247131931166348,0.752868068833652,0.16666666666666666,0.16666666666666666
Existing Customer,37,F,2,High School,Married,$40K - $60K,Blue,26,3,0.841,0.78,0.8540000000000001,2.1666666666666665,59.08988764044944,0.14562118126272913,0.8543788187372708,0.25,0.16666666666666666
Existing Customer,41,F,4,Uneducated,Unknown,$40K - $60K,Blue,29,4,0.569,0.578,0.0,2.4166666666666665,61.04225352112676,1.0,0.0,0.16666666666666666,0.25
Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,36,3,0.561,0.805,0.456,3.0,53.24324324324324,0.5442915761525464,0.4557084238474535,0.16666666666666666,0.08333333333333333
Attrited Customer,46,F,1,College,Unknown,Unknown,Blue,35,5,0.636,0.4479999999999999,0.21,2.9166666666666665,46.54761904761905,0.7901684114701866,0.20983158852981337,0.25,0.25
Existing Customer,53,F,2,Uneducated,Single,Unknown,Blue,36,5,0.562,0.778,0.1889999999999999,3.0,46.2,0.8109297831221817,0.18907021687781833,0.25,0.16666666666666666
Attrited Customer,53,F,4,Doctorate,Married,Less than $40K,Blue,37,6,0.6659999999999999,0.536,0.677,3.0833333333333335,60.16279069767442,0.32320516267813926,0.6767948373218607,0.16666666666666666,0.16666666666666666
Attrited Customer,59,F,0,Unknown,Married,Unknown,Blue,49,5,0.871,0.375,0.0,4.083333333333333,72.24242424242425,1.0,0.0,0.3333333333333333,0.16666666666666666
Attrited Customer,63,M,0,Doctorate,Single,Unknown,Blue,47,6,0.875,0.593,0.0,3.9166666666666665,56.86046511627907,1.0,0.0,0.25,0.3333333333333333
Attrited Customer,41,F,1,Doctorate,Divorced,Less than $40K,Blue,30,3,1.001,0.85,0.306,2.5,84.91891891891892,0.6939379004435683,0.30606209955643177,0.08333333333333333,0.25
Attrited Customer,51,F,1,Graduate,Married,Less than $40K,Silver,45,6,0.411,0.63,0.059,3.75,43.79545454545455,0.9408288506705054,0.05917114932949466,0.25,0.25
Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,29,6,0.615,0.7559999999999999,0.405,2.4166666666666665,65.54430379746836,0.5950363196125908,0.4049636803874092,0.08333333333333333,0.08333333333333333
Existing Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,30,6,0.675,0.659,0.653,2.5,64.29411764705883,0.34688,0.65312,0.16666666666666666,0.25
Existing Customer,51,F,2,Doctorate,Single,Less than $40K,Blue,40,3,0.866,0.909,0.802,3.3333333333333335,50.75,0.1983591740248905,0.8016408259751095,0.25,0.25
Existing Customer,41,M,5,Graduate,Single,$80K - $120K,Blue,28,3,0.629,0.75,0.794,2.3333333333333335,54.6,0.20553994379767163,0.7944600562023284,0.0,0.16666666666666666
Attrited Customer,58,F,0,High School,Single,Less than $40K,Blue,46,5,0.868,0.37,0.0,3.8333333333333335,63.270270270270274,1.0,0.0,0.16666666666666666,0.3333333333333333
Attrited Customer,33,F,2,Graduate,Single,Less than $40K,Blue,24,6,0.983,0.654,0.0,2.0,65.88372093023256,1.0,0.0,0.25,0.16666666666666666
Existing Customer,38,F,3,Graduate,Single,Less than $40K,Blue,22,4,0.85,0.875,0.606,1.8333333333333333,61.413333333333334,0.3937048503611971,0.6062951496388029,0.25,0.25
Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,36,4,0.825,0.804,0.628,3.0,55.493975903614455,0.3720200752823087,0.6279799247176914,0.25,0.16666666666666666
Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,29,6,0.7879999999999999,0.659,0.6579999999999999,2.4166666666666665,64.6470588235294,0.34222027972027974,0.6577797202797203,0.16666666666666666,0.08333333333333333
Existing Customer,44,F,1,Graduate,Unknown,Less than $40K,Blue,32,3,0.966,0.6729999999999999,0.752,2.6666666666666665,49.05747126436781,0.24831460674157305,0.751685393258427,0.25,0.25
Existing Customer,47,F,2,College,Married,Unknown,Blue,42,3,0.631,0.6579999999999999,0.624,3.5,67.11111111111111,0.37631689844079225,0.6236831015592078,0.25,0.25
Attrited Customer,41,M,4,Uneducated,Married,$80K - $120K,Blue,37,1,0.564,0.654,0.0,3.0833333333333335,51.27906976744186,1.0,0.0,0.16666666666666666,0.16666666666666666
Attrited Customer,47,M,3,Uneducated,Single,$120K +,Blue,36,3,0.517,0.375,0.0,3.0,61.21212121212121,1.0,0.0,0.3333333333333333,0.25
Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,42,6,0.7829999999999999,0.647,0.109,3.5,52.464285714285715,0.8911659680173886,0.10883403198261139,0.25,0.25
Existing Customer,54,M,3,Unknown,Married,$60K - $80K,Blue,39,4,1.042,0.972,0.126,3.25,58.23943661971831,0.8742911153119093,0.12570888468809074,0.3333333333333333,0.25
Existing Customer,59,F,1,Graduate,Unknown,Less than $40K,Blue,36,5,0.755,0.733,0.948,3.0,63.52564102564103,0.05150705837466616,0.9484929416253338,0.25,0.08333333333333333
Attrited Customer,33,F,2,Uneducated,Unknown,$40K - $60K,Blue,22,4,0.349,0.6940000000000001,0.7020000000000001,1.8333333333333333,34.049180327868854,0.2984264785675529,0.7015735214324471,0.16666666666666666,0.16666666666666666
Existing Customer,44,F,4,College,Single,Less than $40K,Blue,31,3,0.747,0.667,0.0,2.5833333333333335,64.62857142857143,1.0,0.0,0.16666666666666666,0.25
Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,35,5,0.807,0.778,0.314,2.9166666666666665,55.8625,0.686495874945723,0.31350412505427705,0.16666666666666666,0.16666666666666666
Existing Customer,42,M,2,Unknown,Single,$80K - $120K,Blue,30,4,0.565,0.763,0.031,2.5,65.83582089552239,0.9694468230861449,0.03055317691385511,0.08333333333333333,0.16666666666666666
Attrited Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,5,0.488,0.414,0.611,3.0,55.24390243902439,0.388628762541806,0.611371237458194,0.3333333333333333,0.16666666666666666
Existing Customer,55,F,3,High School,Single,$40K - $60K,Blue,42,3,1.0,0.7559999999999999,0.855,3.5,63.375,0.14549251653324052,0.8545074834667595,0.16666666666666666,0.25
Existing Customer,50,M,0,Post-Graduate,Married,$80K - $120K,Blue,36,5,0.479,0.763,0.0,3.0,67.53731343283582,1.0,0.0,0.25,0.08333333333333333
